,link,label
502,https://demagog.org.pl/wypowiedzi/czy-tk-wydawal-wyroki-niezgodne-z-wola-partii-rzadzacej/,Prawda
503,https://demagog.org.pl/wypowiedzi/czy-oplaty-za-czynnosci-radcow-prawnych-zostaly-podwyzszone/,Prawda
504,https://demagog.org.pl/wypowiedzi/czy-minimalne-wynagrodzenie-wzroslo-o-100/,Prawda
505,https://demagog.org.pl/wypowiedzi/ile-kosztuje-program-500/,Prawda
506,https://demagog.org.pl/wypowiedzi/czy-w-polsce-wystepuje-nadwyzka-handlowa/,Nieweryfikowalne
507,https://demagog.org.pl/wypowiedzi/ile-wynosi-placa-minimalna-w-niemczech/,Prawda
508,https://demagog.org.pl/wypowiedzi/czy-beda-zwolnienia-w-bankach/,Prawda
509,https://demagog.org.pl/wypowiedzi/ile-spadla-akcja-kredytowa-w-wegrzech/,Prawda
510,https://demagog.org.pl/wypowiedzi/czy-wegry-wycofuja-sie-z-podatku-bankowego/,Fałsz
511,https://demagog.org.pl/wypowiedzi/czy-nowa-ustawa-spowoduje-straty-bankow/,Nieweryfikowalne
512,https://demagog.org.pl/wypowiedzi/czy-kukiz15-pobiera-subwencje-z-budzetu/,Prawda
513,https://demagog.org.pl/wypowiedzi/czy-byl-szereg-przypadkow-w-ktorych-procedury-nadmiernego-deficytu-nie-zostaly-wszczete/,Fałsz
514,https://demagog.org.pl/wypowiedzi/mateusz-morawiecki-o-zaplanowanym-deficycie-budzetowym/,Prawda
515,https://demagog.org.pl/wypowiedzi/ile-wynosil-deficyt-budzetu-panstwa-5-lat-temu/,Fałsz
516,https://demagog.org.pl/wypowiedzi/dochody-z-podatku-vat/,Nieweryfikowalne
517,https://demagog.org.pl/wypowiedzi/ile-wynosi-1-procent-pkb-weryfikacja-slow-janusza-piechocinskiego/,Prawda
518,https://demagog.org.pl/wypowiedzi/janusz-piechocinski-o-obiecywanych-wydatkach-na-obronnosc/,Prawda
519,https://demagog.org.pl/wypowiedzi/gdzie-partie-nie-otrzymuja-pieniedzy-z-budzetu-fact-check-andrzeja-dudy/,Fałsz
520,https://demagog.org.pl/wypowiedzi/wydatki-kancelarii-prezydenta-rp-fact-check-bronislawa-komorowskiego/,Prawda
521,https://demagog.org.pl/wypowiedzi/ile-wynosi-dlug-publiczny-fact-check-slow-andrzeja-dudy/,Prawda
522,https://demagog.org.pl/wypowiedzi/dlug-zewnetrzny-polski-weryfikacja-wypowiedzi-andrzeja-dudy/,Fałsz
523,https://demagog.org.pl/wypowiedzi/kwota-wolna-od-podatku-w-polsce-a-w-innych-krajach/,Prawda
524,https://demagog.org.pl/wypowiedzi/kwota-wolna-od-podatku-w-wielkiej-brytanii/,Fałsz
525,https://demagog.org.pl/wypowiedzi/hanna-gronkiewicz-o-komunikacji-publicznej-i-budzecie-miasta/,Prawda
526,https://demagog.org.pl/wypowiedzi/czy-budowe-ii-linii-metra-w-warszawie-pokryje-ue/,Manipulacja
527,https://demagog.org.pl/wypowiedzi/hanna-gronkiewicz-o-powolaniu-komisji-w-sprawie-skok/,Fałsz
528,https://demagog.org.pl/wypowiedzi/zmiany-w-konstytucji-a-przyjecie-waluty-euro-w-polsce/,Prawda
529,https://demagog.org.pl/wypowiedzi/wschodnie-kraje-unii-a-przyjecie-wspolnej-waluty-euro/,Fałsz
530,https://demagog.org.pl/wypowiedzi/warunki-umowy-przystapienia-polski-do-ue-fact-check-b-komorowskiego/,Prawda
531,https://demagog.org.pl/wypowiedzi/przystapienie-do-strefy-euro-a-uwarunkowania-konstytucyjne/,Prawda
532,https://demagog.org.pl/wypowiedzi/bankowosc-w-polsce-jaki-procent-stanowia-banki-zagraniczne/,Fałsz
533,https://demagog.org.pl/wypowiedzi/ile-banki-zarabiaja-na-polakach-weryfikujemy-wypowiedz-andrzeja-dudy/,Prawda
534,https://demagog.org.pl/wypowiedzi/oplaty-dla-bankow-spoldzielczych-sprawdzamy-janusza-piechocinskiego/,Nieweryfikowalne
535,https://demagog.org.pl/wypowiedzi/bankowy-fundusz-gwarancyjny-fact-check-janusza-piechocinskiego/,Prawda
536,https://demagog.org.pl/wypowiedzi/komisja-nadzoru-finansowego-przez-kogo-jest-nadzorowana/,Manipulacja
537,https://demagog.org.pl/wypowiedzi/bronislaw-komorowski-o-inwestowaniu-w-obronnosc-kraju/,Fałsz
538,https://demagog.org.pl/wypowiedzi/ile-przeznaczono-w-2014-na-modernizacje-wojska/,Nieweryfikowalne
539,https://demagog.org.pl/wypowiedzi/hanna-gronkiewicz-waltz-o-funduszach-z-budzetu-ue/,Fałsz
540,https://demagog.org.pl/wypowiedzi/wydatki-na-dzielnice-krakowa-jakie-srodki-zapisano-w-budzecie-miasta/,Prawda
541,https://demagog.org.pl/wypowiedzi/projekt-ustawy-reformujacej-janosikowe/,Fałsz
542,https://demagog.org.pl/wypowiedzi/jacek-sasin-o-wplywach-do-budzetu-ze-sprzedazy-biletow-komunikacji-miejskiej/,Prawda
543,https://demagog.org.pl/wypowiedzi/czy-wplywy-z-biletow-komunikacji-miejskiej-to-764-mln-zlotych/,Prawda
544,https://demagog.org.pl/wypowiedzi/jacek-sasin-o-kwocie-budzetu-warszawy/,Prawda
545,https://demagog.org.pl/wypowiedzi/czy-budzet-warszawy-na-kulture-wynosil-300-tys-zlotych/,Fałsz
546,https://demagog.org.pl/wypowiedzi/angielski-w-krakowie-z-budzetu-obywatelskiego-fact-check-prezydenta/,Prawda
547,https://demagog.org.pl/wypowiedzi/wydatki-na-komunikacje-miejska-jakie-ponosi-krakow/,Fałsz
548,https://demagog.org.pl/wypowiedzi/zadluzenie-najwiekszych-polskich-miast-jak-wypada-krakow/,Prawda
549,https://demagog.org.pl/wypowiedzi/nowe-radiowozy-policyjne-w-krakowie-fact-check-jacka-majchrowskiego/,Prawda
550,https://demagog.org.pl/wypowiedzi/doplaty-z-budzetu-miasta-do-biletow-w-krakowie/,Prawda
551,https://demagog.org.pl/wypowiedzi/rozwoj-krakowa-widziany-oczami-jacka-majchrowskiego/,Prawda
552,https://demagog.org.pl/wypowiedzi/jaroslaw-gowin-o-doplatach-za-jablka-jakie-sa-kryteria-doplat/,Fałsz
553,https://demagog.org.pl/wypowiedzi/debata-kandydatow-na-prezydenta-krakowa-fact-check-j-majchrowskiego/,Prawda
554,https://demagog.org.pl/wypowiedzi/sytuacja-finansowa-krakowa-analiza-wypowiedzi-jacka-majchrowskiego/,Fałsz
555,https://demagog.org.pl/wypowiedzi/jak-wysoki-jest-dlug-krakowa-na-jednego-mieszkanca/,Prawda
556,https://demagog.org.pl/wypowiedzi/dlug-przypadajacy-na-mieszkanca-sprawdzamy-jacka-majchrowskiego/,Prawda
557,https://demagog.org.pl/wypowiedzi/czy-zadluzenie-krakowa-spada-fact-check-jacka-majchrowskiego/,Prawda
558,https://demagog.org.pl/wypowiedzi/ile-bedzie-kosztowac-krajowy-program-rozwoju-ekonomii-spolecznej/,Prawda
559,https://demagog.org.pl/wypowiedzi/tomasz-siemoniak-o-programie-modernizacji-polskiej-armii/,Prawda
560,https://demagog.org.pl/wypowiedzi/wspieranie-polityki-gospodarczej-rzadu-przez-prezesa-nbp/,Prawda
561,https://demagog.org.pl/wypowiedzi/co-powiedziala-hanna-gronkiewicz-waltz-o-mennicy-polskiej/,Prawda
562,https://demagog.org.pl/wypowiedzi/wysokosc-srodkow-dla-niepelnosprawnych-wypowiedz-adama-bielana/,Prawda
563,https://demagog.org.pl/wypowiedzi/sprawdzamy-wypowiedz-janusza-palikota-o-srednim-wynagrodzeniu-w-polsce-i-ue/,Fałsz
564,https://demagog.org.pl/wypowiedzi/czy-zasady-funkcjonowania-janosikowego-sa-niezgodne-z-konstytucja/,Manipulacja
565,https://demagog.org.pl/wypowiedzi/decyzja-trybunaly-konstytucyjnego-ws-janosikowego/,Manipulacja
566,https://demagog.org.pl/wypowiedzi/placa-minimalna-w-polsce-ile-kobiet-otrzymuje-najnizsza-pensje/,Nieweryfikowalne
567,https://demagog.org.pl/wypowiedzi/najnizsze-bezrobocie-w-wielkopolsce-co-mowia-najnowsze-dane/,Prawda
568,https://demagog.org.pl/wypowiedzi/najwyzsza-inflacja-od-26-lat-o-ile-skoczyly-ceny-zywnosci/,Prawda
569,https://demagog.org.pl/wypowiedzi/unia-niesprawiedliwie-rozdysponowuje-srodki-to-manipulacja/,Manipulacja
570,https://demagog.org.pl/wypowiedzi/ile-przedsiebiorstw-zamknelo-dzialalnosc-od-poczatku-2022-roku/,Prawda
571,https://demagog.org.pl/wypowiedzi/koszty-obslugi-dlugu-moga-wzrosnac-ile-wynosza-obecnie/,Prawda
572,https://demagog.org.pl/wypowiedzi/ilu-seniorow-jest-zagrozonych-ubostwem/,Prawda
573,https://demagog.org.pl/wypowiedzi/ile-osob-zatrudniaja-duze-przedsiebiorstwa-w-polsce/,Prawda
574,https://demagog.org.pl/fake_news/polska-wyeksportowala-3-mln-scietych-drzew-w-2022-wyjasniamy/,Fake news
575,https://demagog.org.pl/analizy_i_raporty/media-iq-nienawistny-kuzyn-jak-polska-jest-przedstawiana-przez-bialoruska-propagande/,Analiza
576,https://demagog.org.pl/fake_news/popularna-grafika-z-cenami-energii-wprowadza-w-blad/,Wyjaśniamy
577,https://demagog.org.pl/wypowiedzi/inflacja-blisko-rekordowego-poziomu-ile-wynosila-przed-wojna/,Prawda
578,https://demagog.org.pl/wypowiedzi/jak-marze-spolek-energetycznych-wplywaja-na-ceny-energii/,Prawda
579,https://demagog.org.pl/wypowiedzi/inflacja-zjada-500-dzisiaj-to-juz-mniej-niz-400-zl/,Prawda
580,https://demagog.org.pl/wypowiedzi/ponad-1-5-ukrainskich-pol-uprawnych-jest-pod-kontrola-rosji/,Prawda
581,https://demagog.org.pl/wypowiedzi/przekop-mierzei-wislanej-ktory-rzad-zrobil-w-tym-celu-wiecej/,Manipulacja
582,https://demagog.org.pl/fake_news/zakup-akcji-baltic-pipe-uwaga-na-internetowe-oszustwa/,Fake news
583,https://demagog.org.pl/wypowiedzi/uchodzcy-z-ukrainy-w-polsce-ilu-z-nich-podjelo-juz-prace/,Nieweryfikowalne
584,https://demagog.org.pl/wypowiedzi/bezrobocie-nad-zalewem-wislanym-co-wiemy-o-regionie/,Prawda
585,https://demagog.org.pl/fake_news/klaus-schwab-wywoluje-kryzysy-na-swiecie-teoria-spiskowa/,Fake news
586,https://demagog.org.pl/wypowiedzi/przekop-mierzei-wislanej-pomyslem-lecha-kaczynskiego-falsz/,Fałsz
587,https://demagog.org.pl/fake_news/szwajcaria-placi-za-donoszenie-na-sasiadow-przerobiony-plakat/,Fake news
588,https://demagog.org.pl/fake_news/szefowa-ke-pokazuje-jak-oszczedzac-wode-to-przerobiony-film/,Fake news
589,https://demagog.org.pl/fake_news/plany-eksterminacji-slowian-falszywa-teoria-spiskowa/,Fake news
590,https://demagog.org.pl/wypowiedzi/wzrost-inflacji-oraz-plac-w-jakim-stopniu-sie-rownowaza/,Prawda
591,https://demagog.org.pl/wypowiedzi/uczniow-ubywa-a-nauczycieli-przybywa-sprawdzamy/,Fałsz
592,https://demagog.org.pl/wypowiedzi/bezpieczenstwo-zywnosciowe-czy-polska-jest-samowystarczalna/,Prawda
593,https://demagog.org.pl/wypowiedzi/kto-jest-winny-drozyzny-polacy-najczesciej-wskazuja-rzad/,Prawda
594,https://demagog.org.pl/wypowiedzi/polska-ze-spadkiem-pkb-w-ii-kwartale-jak-wypadamy-na-tle-ue/,Prawda
595,https://demagog.org.pl/wypowiedzi/bezrobocie-wsrod-mlodych-jak-polska-wypada-na-tle-ue/,Manipulacja
596,https://demagog.org.pl/wypowiedzi/ilu-wiezniow-pracuje-w-polsce-manipulacja-zbigniewa-ziobry/,Manipulacja
597,https://demagog.org.pl/wypowiedzi/ile-zarabiali-nauczyciele-w-czasach-roznych-premierow/,Prawda
598,https://demagog.org.pl/wypowiedzi/polska-gospodarka-przybliza-sie-do-wysoko-rozwinietych-panstw-ue/,Prawda
599,https://demagog.org.pl/wypowiedzi/215-mld-zl-dlugu-poza-kontrola-parlamentu-sprawdzamy/,Prawda
600,https://demagog.org.pl/wypowiedzi/polski-wegiel-idzie-na-eksport-ile-go-sprzedalismy-w-tym-roku/,Prawda
601,https://demagog.org.pl/wypowiedzi/kolejne-wzrosty-cen-na-rynku-pradu-i-gazu/,Prawda
602,https://demagog.org.pl/fake_news/saudi-aramco-kupilo-lotos-nie-ma-kupic-tylko-czesc-akcji-rafinerii/,Fake news
603,https://demagog.org.pl/wypowiedzi/tydzien-pracy-w-danii-i-francji-ile-pracuja-francuzi-i-dunczycy/,Prawda
604,https://demagog.org.pl/analizy_i_raporty/polacy-pracuja-duzo-jestesmy-w-europejskiej-czolowce/,Analiza
605,https://demagog.org.pl/wypowiedzi/ile-wynosza-stopy-procentowe-w-litwie-lotwie-i-estonii/,Prawda
606,https://demagog.org.pl/wypowiedzi/sektor-bankowy-w-2022-roku-o-ile-wzrosly-jego-zyski/,Częściowy fałsz
607,https://demagog.org.pl/analizy_i_raporty/inwestycje-w-polsce-jaki-udzial-maja-srodki-unijne/,Analiza
608,https://demagog.org.pl/fake_news/9-mld-euro-dla-ukraincow-z-polskiego-budzetu-fake-news/,Fake news
609,https://demagog.org.pl/wypowiedzi/stopa-inwestycji-w-polsce-jak-wypadamy-na-tle-ue/,Częściowy fałsz
610,https://demagog.org.pl/wypowiedzi/polska-z-drugim-najnizszym-bezrobociem-w-ue/,Prawda
611,https://demagog.org.pl/wypowiedzi/ilu-wiezniow-pracuje-marcin-warchol-manipuluje-danymi/,Manipulacja
612,https://demagog.org.pl/wypowiedzi/ile-zarabiaja-polscy-nauczyciele-jak-wypadamy-na-tle-panstw-ue/,Prawda
613,https://demagog.org.pl/wypowiedzi/rekordowo-niskie-bezrobocie-w-polsce-jak-bylo-za-rzadow-lewicy/,Prawda
614,https://demagog.org.pl/wypowiedzi/polska-inflacja-dwukrotnie-wyzsza-niz-w-ue-roznica-nie-jest-az-tak-duza/,Fałsz
615,https://demagog.org.pl/wypowiedzi/wskaznik-pmi-w-polsce-najnizszy-odczyt-od-25-miesiecy/,Prawda
616,https://demagog.org.pl/wypowiedzi/inflacja-w-polsce-ponownie-ze-wzrostem-w-niemczech-spadek/,Prawda
617,https://demagog.org.pl/wypowiedzi/inflacja-zmusza-do-oszczedzania-z-czego-rezygnuja-polacy/,Prawda
618,https://demagog.org.pl/wypowiedzi/w-polsce-brakuje-13-tys-nauczycieli-sprawdzamy-co-mowia-dane/,Manipulacja
619,https://demagog.org.pl/wypowiedzi/dochody-budzetu-panstwa-po-6-latach-rzadu-pis-jak-sie-zmienialy/,Manipulacja
620,https://demagog.org.pl/fake_news/polska-ma-wiekszy-dlug-niz-grecja-podczas-kryzysu-fake-news/,Fake news
621,https://demagog.org.pl/wypowiedzi/polska-bez-unijnej-pomocy-dla-uchodzcow-prezes-nbp-podaje-nieprawde/,Fałsz
622,https://demagog.org.pl/fake_news/usa-posiada-grunty-rolne-w-ukrainie-to-fake-news/,Fake news
623,https://demagog.org.pl/wypowiedzi/inflacja-w-polsce-i-w-strefie-euro-gdzie-byla-wyzsza-w-maju/,Manipulacja
624,https://demagog.org.pl/wypowiedzi/jaki-jest-poziom-inflacji-bazowej-w-polsce/,Prawda
625,https://demagog.org.pl/wypowiedzi/bezposrednie-inwestycje-zagraniczne-w-2021-roku-polska-w-czolowce/,Częściowy fałsz
626,https://demagog.org.pl/wypowiedzi/najnowszy-eurobarometr-6-na-10-polakow-za-przyjeciem-euro/,Prawda
627,https://demagog.org.pl/wypowiedzi/jak-glosowali-europoslowie-pis-w-sprawie-funduszu-odbudowy/,Manipulacja
628,https://demagog.org.pl/fake_news/na-stacji-benzynowej-podaje-sie-ceny-za-pol-litra-paliwa-to-fotomontaz/,Fake news
629,https://demagog.org.pl/wypowiedzi/jak-polska-i-czechy-radza-sobie-z-inflacja/,Prawda
630,https://demagog.org.pl/wypowiedzi/od-2016-roku-spada-stopa-inwestycji-polska-druga-od-konca-w-ue/,Prawda
631,https://demagog.org.pl/wypowiedzi/zadluzenie-w-stosunku-do-pkb-w-2021-roku-wzroslo-czy-zmalalo/,Prawda
632,https://demagog.org.pl/fake_news/za-tuska-kupilibysmy-wiecej-chleba-za-minimalna-niz-teraz-falsz/,Fake news
633,https://demagog.org.pl/fake_news/otec-klausa-shvaba-upravljal-koncentra/,Fake news
634,https://demagog.org.pl/fake_news/ojciec-klausa-schwaba-prowadzil-oboz-koncentracyjny-falsz/,Fake news
635,https://demagog.org.pl/wypowiedzi/import-w-pierwszym-kwartale-2022-roku-ile-zaplacilismy-za-towary-z-rosji/,Prawda
636,https://demagog.org.pl/analizy_i_raporty/fuzja-orlenu-i-lotosu-czy-w-grupie-mol-jest-kapital-rosyjski/,Analiza
637,https://demagog.org.pl/wypowiedzi/fundusze-norweskie-dla-polski-jak-wspiera-nas-norwegia/,Prawda
638,https://demagog.org.pl/wypowiedzi/sprzedaz-polskich-spolek-za-rzadu-donalda-tuska-co-wiemy-o-sprawie/,Prawda
639,https://demagog.org.pl/wypowiedzi/ceny-rosna-od-miesiecy-inflacja-byla-najwyzsza-od-20-lat-juz-w-grudniu/,Prawda
640,https://demagog.org.pl/wypowiedzi/o-ile-wzrosly-kursy-euro-i-dolara-w-ciagu-ostatnich-dwoch-lat/,Fałsz
641,https://demagog.org.pl/wypowiedzi/ile-zlota-posiada-nbp-w-ostatnich-latach-jego-ilosc-wzrosla/,Prawda
642,https://demagog.org.pl/wypowiedzi/glapinski-ponownie-prezesem-nbp-polacy-byli-przeciwko/,Prawda
643,https://demagog.org.pl/wypowiedzi/polskie-rezerwy-debetowe-jak-wygladaly-w-ciagu-ostatnich-dwoch-dekad/,Manipulacja
644,https://demagog.org.pl/fake_news/polscy-pracownicy-zwolnieni-by-zatrudnic-ukraincow-fake-news/,Fake news
645,https://demagog.org.pl/wypowiedzi/premier-zapowiadal-deflacje-to-wypowiedz-sprzed-dwoch-lat/,Manipulacja
646,https://demagog.org.pl/fake_news/rosja-zniszczyla-dolara-i-powiazala-rubla-ze-zlotem-fake-news/,Fake news
647,https://demagog.org.pl/wypowiedzi/inflacja-w-polsce-i-ue-jak-bardzo-przekraczamy-unijna-srednia/,Manipulacja
648,https://demagog.org.pl/wypowiedzi/praca-szefa-nbp-doceniona-prezydent-duda-uhonorowal-glapinskiego/,Prawda
649,https://demagog.org.pl/wypowiedzi/polski-sektor-bankowy-w-czyich-rekach-sie-znajduje/,Prawda
650,https://demagog.org.pl/wypowiedzi/zarobki-a-kredyty-hipoteczne-jakie-dochody-maja-polscy-kredytobiorcy/,Nieweryfikowalne
651,https://demagog.org.pl/wypowiedzi/sektor-bankowy-w-pierwszych-miesiacach-2022-roku-jakie-notuje-zyski/,Prawda
652,https://demagog.org.pl/wypowiedzi/inflacja-8-proc-zapowiadana-na-czerwiec-a-nie-na-styczen-co-na-to-nbp/,Prawda
653,https://demagog.org.pl/wypowiedzi/nbp-osiagnal-11-mld-zl-zysku-w-2021-roku-jak-bylo-w-poprzednich-latach/,Prawda
654,https://demagog.org.pl/wypowiedzi/inflacja-przed-pandemia-i-obecnie-jak-zmieniala-sie-przez-ostatnie-dwa-lata/,Manipulacja
655,https://demagog.org.pl/wypowiedzi/czy-za-rzadow-pis-uniezalezniamy-sie-od-rosyjskiej-ropy/,Częściowy fałsz
656,https://demagog.org.pl/wypowiedzi/74-grosze-o-tyle-wzrosly-wynagrodzenia-urzednikow-za-rzadow-po-psl/,Fałsz
657,https://demagog.org.pl/fake_news/ukraincy-bez-kwalifikacji-w-szkolach-i-na-uczelniach-dezinformacja/,Fake news
658,https://demagog.org.pl/wypowiedzi/jakie-stanowisko-w-sprawie-systemu-swift-reprezentowal-olaf-scholz/,Fałsz
659,https://demagog.org.pl/wypowiedzi/czy-wartosc-polskiego-eksportu-przewyzsza-wartosc-eksportu-rosji/,Fałsz
660,https://demagog.org.pl/wypowiedzi/morawiecki-i-szymanski-gwarantowali-unijne-srodki-sprawdzamy/,Prawda
661,https://demagog.org.pl/wypowiedzi/jaki-jest-udzial-sektora-energetycznego-w-eksporcie-i-pkb-rosji/,Częściowy fałsz
662,https://demagog.org.pl/wypowiedzi/ile-jednoosobowych-firm-zakonczylo-dzialalnosc-w-ciagu-ostatnich-2-lat/,Fałsz
663,https://demagog.org.pl/wypowiedzi/handel-zagraniczny-niemiec-bilans-z-polska-wyzszy-niz-z-rosja/,Prawda
664,https://demagog.org.pl/analizy_i_raporty/placa-minimalna-w-2022-roku-jak-polska-wypada-na-tle-panstw-ue/,Analiza
665,https://demagog.org.pl/wypowiedzi/partnerzy-handlowi-polski-spoza-ue-na-ktorym-miejscu-jest-ukraina/,Prawda
666,https://demagog.org.pl/wypowiedzi/wykluczenie-osob-z-niepelnosprawnoscia-jak-wiele-z-nich-ma-prace/,Manipulacja
667,https://demagog.org.pl/analizy_i_raporty/polskie-paliwo-najtansze-w-europie-rzad-nie-uwzglednia-sily-nabywczej/,Analiza
668,https://demagog.org.pl/analizy_i_raporty/gospodarka-w-2021-roku-drugi-rok-pandemii-przyniosl-poprawe-sytuacji/,Analiza
669,https://demagog.org.pl/fake_news/srednie-zarobki-w-polsce-to-814-euro-brutto-stare-dane-z-2012-roku/,Fake news
670,https://demagog.org.pl/wypowiedzi/polska-z-najnizszym-vat-em-na-paliwo-w-ue-sprawdzamy/,Prawda
671,https://demagog.org.pl/wypowiedzi/ile-wynosza-polskie-inwestycje-w-ukrainie/,Częściowy fałsz
672,https://demagog.org.pl/analizy_i_raporty/afera-theranosa-w-dolinie-krzemowej-co-sie-stalo-w-swiecie-technologii/,Artykuł
673,https://demagog.org.pl/wypowiedzi/polski-eksport-na-wschod-czy-kryzys-w-ukrainie-zagraza-naszej-gospodarce/,Prawda
674,https://demagog.org.pl/fake_news/poslanka-nowej-lewicy-oglasza-polskiwal-fake-news/,Fake news
675,https://demagog.org.pl/wypowiedzi/bezrobocie-za-rzadow-pis-maleje-czy-rosnie/,Fałsz
676,https://demagog.org.pl/analizy_i_raporty/centralny-port-komunikacyjny-zagrozony-nik-krytycznie-o-inwestycji/,Analiza
677,https://demagog.org.pl/wypowiedzi/wynagrodzenia-polakow-mediana-zarobkow-nizsza-od-sredniej-o-700-zl/,Nieweryfikowalne
678,https://demagog.org.pl/wypowiedzi/jak-polska-gospodarka-poradzila-sobie-w-czasie-pandemii/,Prawda
679,https://demagog.org.pl/wypowiedzi/co-adam-glapinski-mowil-o-inflacji-w-ciagu-ostatniego-roku/,Prawda
680,https://demagog.org.pl/wypowiedzi/na-jakie-zarobki-moga-liczyc-pracownicy-mikroprzedsiebiorstw/,Prawda
681,https://demagog.org.pl/wypowiedzi/indeks-wolnosci-gospodarczej-o-ile-pozycji-spadla-polska/,Prawda
682,https://demagog.org.pl/wypowiedzi/niedobory-kadrowe-pielegniarek-i-poloznych/,Nieweryfikowalne
683,https://demagog.org.pl/wypowiedzi/aktywnosc-zawodowa-kobiet-a-500-czy-polskie-matki-chca-pracowac/,Prawda
684,https://demagog.org.pl/wypowiedzi/czego-obawiaja-sie-polacy-w-nadchodzacym-roku/,Prawda
685,https://demagog.org.pl/wypowiedzi/jak-ksztaltowaly-sie-ceny-przed-przejeciem-wladzy-przez-pis/,Prawda
686,https://demagog.org.pl/wypowiedzi/bezrobocie-w-polsce-i-ue-najwieksze-tam-gdzie-jest-najnizsza-inflacja/,Manipulacja
687,https://demagog.org.pl/wypowiedzi/populacja-polski-kurczy-sie-ekspresowo-ile-osob-ubedzie-do-2050-roku/,Prawda
688,https://demagog.org.pl/wypowiedzi/stopy-procentowe-ktore-panstwa-podniosly-je-przed-polska/,Prawda
689,https://demagog.org.pl/wypowiedzi/prawo-pracodawcy-do-weryfikacji-statusu-szczepienia-co-na-to-polacy/,Prawda
690,https://demagog.org.pl/wypowiedzi/polsko-bialoruskie-obroty-handlowe-w-2021-roku/,Fałsz
691,https://demagog.org.pl/wypowiedzi/rekompensaty-za-stan-wyjatkowy-ile-ich-przyznano-a-ile-wyplacono/,Prawda
692,https://demagog.org.pl/wypowiedzi/o-ile-zmniejszyla-sie-liczba-osob-bezrobotnych/,Prawda
693,https://demagog.org.pl/wypowiedzi/czy-inflacja-w-polsce-jest-najwyzsza-w-unii-europejskiej/,Manipulacja
694,https://demagog.org.pl/wypowiedzi/czy-wzrost-wynagrodzen-sprawia-ze-inflacja-jest-mniej-odczuwalna/,Manipulacja
695,https://demagog.org.pl/wypowiedzi/czy-podwyzka-cen-paliw-w-polsce-jest-jedna-z-najwyzszych-w-europie/,Prawda
696,https://demagog.org.pl/wypowiedzi/jak-wysokie-sa-dzis-inwestycje-spolek-skarbu-panstwa/,Nieweryfikowalne
697,https://demagog.org.pl/analizy_i_raporty/matczak-i-16-godzinny-dzien-pracy-co-na-ten-temat-mowia-dane/,Analiza
698,https://demagog.org.pl/wypowiedzi/jaka-czesc-ceny-paliwa-stanowi-akcyza/,Prawda
699,https://demagog.org.pl/wypowiedzi/ile-paliwa-za-srednia-pensje-mozna-bylo-kupic-w-2011-roku-a-ile-obecnie/,Prawda
700,https://demagog.org.pl/wypowiedzi/czy-ceny-benzyny-w-polsce-sa-wsrod-najnizszych-w-europie/,Manipulacja
701,https://demagog.org.pl/wypowiedzi/ile-paliwa-mozna-kupic-za-przecietna-pensje-w-polsce-i-europie/,Prawda
702,https://demagog.org.pl/wypowiedzi/o-ile-wzroslo-zadluzenie-polski-w-ciagu-ostatnich-szesciu-lat/,Fałsz
703,https://demagog.org.pl/fake_news/nie-rzekomy-kanadyjski-plan-nie-przewidzial-wzrostu-cen/,Fake news
704,https://demagog.org.pl/wypowiedzi/czy-w-swietle-przepisow-unijnych-rak-jest-ryba/,Fałsz
705,https://demagog.org.pl/analizy_i_raporty/czlonkostwo-polski-w-ue-zysk-czy-strata-gospodarcza/,Analiza
706,https://demagog.org.pl/wypowiedzi/ile-wynosi-eksport-polskich-towarow-rolno-spozywczych-do-krajow-ue/,Fałsz
707,https://demagog.org.pl/wypowiedzi/jak-duzy-jest-udzial-brazylii-w-polskim-handlu-zagranicznym/,Prawda
708,https://demagog.org.pl/wypowiedzi/ile-bochenkow-chleba-mozna-bylo-kupic-za-srednie-wynagrodzenie-w-2015-roku-i-obecnie/,Fałsz
709,https://demagog.org.pl/wypowiedzi/o-ile-wzrosla-cena-chleba-w-ciagu-ostatnich-4-lat/,Fałsz
710,https://demagog.org.pl/wypowiedzi/czy-polska-ma-ujemny-bilans-handlowy-z-niemcami/,Fałsz
711,https://demagog.org.pl/wypowiedzi/czy-inflacja-w-sierpniu-jest-rekordem-dekady/,Manipulacja
712,https://demagog.org.pl/wypowiedzi/czy-polacy-sadza-ze-straca-na-reformach-podatkowych-polskiego-ladu/,Prawda
713,https://demagog.org.pl/analizy_i_raporty/reset-normalnosci-czyli-o-pracy-w-pandemicznych-realiach/,Analiza
714,https://demagog.org.pl/analizy_i_raporty/prawie-9-na-10-polakow-wyraza-zadowolenie-z-zycia-jak-wypadamy-na-tle-europy/,Analiza
715,https://demagog.org.pl/analizy_i_raporty/nik-o-sytuacji-nauczycieli-analizujemy-najnowszy-raport/,Analiza
716,https://demagog.org.pl/analizy_i_raporty/turystyka-w-czasach-pandemii-czy-rok-2020-byl-najgorszy-w-historii/,Analiza
717,https://demagog.org.pl/wypowiedzi/jaki-odsetek-pracownikow-nie-potrafi-odciac-sie-od-pracy-podczas-urlopu/,Fałsz
718,https://demagog.org.pl/wypowiedzi/czy-za-rzadow-pis-wydaje-sie-duzo-zezwolen-na-prace-cudzoziemcow/,Prawda
719,https://demagog.org.pl/analizy_i_raporty/powszechny-spis-rolny-2020-jakie-zmiany-w-rolnictwie-zaszly-w-ciagu-ostatniej-dekady/,Analiza
